Age,Gender,Country,City_Tier,Monthly_Income,Occupation,Fitness_Enthusiast,Shoes_Per_Year,Preferred_Shoe_Types,Interested_in_Customization,Preferred_Customization_Level,Interest_AI_Style_Advisor,Interest_AR_TryOn,Interest_Limited_Edition,Interest_Eco_Friendly,Interest_Single_Pair_Manufacturing,Preferred_Materials,Willing_to_Pay_More_for_Sustainable,Max_Price_Willing_to_Pay,Difficulty_in_Finding_Size,Shoe_Size,Likelihood_to_Use_App,Purchased_Custom_Before,Importance_Brand,Importance_Comfort,Importance_Design,Importance_Price,Importance_Uniqueness,Try_on_Recommendation_By_Friend,Frustration_With_Online_Shoe_Buying,Buy_if_AR_Visualization,Participate_in_Design_Contests,App_Try_Timeline
42,Male,UAE,Tier 2,3134.24,Professional,Yes,5,"Ethnic, Casual",Yes,Material,2,3,2,3,1,Leather,No,119.64,Yes,6.7,5,No,5,5,1,5,2,Maybe,Long delivery time,No,No,Within 3 months
29,Male,India,Tier 2,5134.45,Student,Yes,3,"Sneakers, Casual, Boots",Yes,Sole type,1,3,1,4,1,Canvas,Yes,84.64,No,10.7,2,No,2,5,3,1,5,Yes,Generic design,Yes,No,Within 3 months
33,Male,UK,Tier 3,1684.69,Entrepreneur,Yes,5,"Sneakers, Slippers, Sports",Yes,Material,3,4,2,2,2,Canvas,Yes,111.19,Yes,10.3,3,No,1,5,2,3,1,No,Long delivery time,Yes,No,Within a month
35,Female,USA,Tier 2,505.2,Professional,Yes,4,"Sports, Sneakers, Casual",Yes,Color only,3,2,1,2,5,"Knit, Leather",No,49.7,No,8.1,5,No,3,2,4,4,1,Yes,Size mismatch,Yes,Yes,Within 3 months
26,Female,UAE,Tier 2,367.49,Professional,Yes,3,"Casual, Sports, Ethnic",Yes,Full Design,5,2,2,5,2,"Recyclable materials, Knit, Leather",No,132.44,No,10.9,4,No,2,1,1,1,3,No,Poor product information,Yes,Yes,Immediately
31,Other,India,Tier 1,2713.78,Professional,Yes,6,Ethnic,Yes,Color only,4,5,3,5,1,Leather,No,20.0,No,11.2,2,No,5,2,3,5,1,Yes,Long delivery time,Yes,Yes,Immediately
30,Female,UK,Tier 1,1496.82,Self-employed,No,5,"Boots, Sports, Casual",Yes,Color only,4,3,2,1,1,Vegan,Yes,108.42,No,8.8,2,No,4,3,2,2,5,Yes,Generic design,Yes,Yes,Within 3 months
30,Prefer not to say,USA,Tier 2,1644.62,Self-employed,No,6,"Sports, Formal, Sneakers",Yes,Material,4,3,1,3,3,Leather,No,156.77,Yes,8.3,5,No,3,1,5,2,3,Maybe,Poor product information,Yes,Yes,Within a month
23,Female,India,Tier 1,2481.19,Entrepreneur,No,2,"Ethnic, Sneakers, Casual",Yes,Material,1,3,4,1,4,"Leather, Recyclable materials",No,77.63,No,12.4,1,No,4,1,2,3,4,Yes,Generic design,No,No,Immediately
30,Male,India,Tier 3,2022.44,Student,Yes,5,Boots,No,Color only,4,3,3,1,2,"Leather, Canvas",Yes,148.66,Yes,10.1,2,No,2,4,2,5,5,Yes,None of the above,Yes,Yes,Within 3 months
33,Other,UK,Tier 1,2897.8,Self-employed,No,6,"Ethnic, Sneakers",Yes,Color only,1,4,3,4,5,"Vegan, Recyclable materials, Canvas",Yes,166.23,Yes,9.4,3,Yes,5,3,5,3,1,Yes,Generic design,Yes,No,Immediately
41,Male,UK,Tier 1,286.78,Professional,Yes,3,Sneakers,Yes,Material,5,4,2,2,1,Vegan,Yes,20.0,No,11.0,4,No,5,3,2,3,3,Yes,Generic design,Yes,Yes,Immediately
37,Female,India,Tier 1,2264.64,Professional,Yes,5,"Sneakers, Casual",No,Sole type,1,1,3,2,4,"Vegan, Canvas, Recyclable materials",Yes,113.95,Yes,9.5,4,No,2,3,2,4,5,Yes,Long delivery time,Yes,Yes,Immediately
47,Male,USA,Tier 1,3054.23,Professional,Yes,5,"Ethnic, Sports",No,Material,5,2,2,2,1,Canvas,No,20.0,Yes,8.2,4,No,1,3,2,5,3,Yes,Poor product information,Yes,Yes,Never
23,Female,India,Tier 1,705.59,Self-employed,No,6,Casual,No,Material,3,4,1,3,2,"Knit, Vegan",No,115.27,No,9.1,5,No,5,4,3,2,4,No,None of the above,No,Yes,Within a month
36,Female,UK,Tier 2,1734.34,Entrepreneur,Yes,3,"Ethnic, Sneakers",Yes,Sole type,3,1,2,1,4,Leather,No,119.71,No,10.6,4,No,3,5,4,2,3,Maybe,Generic design,Yes,Yes,Immediately
31,Female,India,Tier 1,765.67,Student,Yes,6,"Ethnic, Sneakers",Yes,Full Design,2,3,1,5,3,"Recyclable materials, Canvas, Knit",No,20.7,Yes,6.0,4,No,5,5,4,3,5,No,Poor product information,Yes,No,Within 3 months
47,Female,UAE,Tier 2,4954.1,Professional,Yes,11,"Sports, Sneakers, Slippers",Yes,Material,3,2,3,1,5,"Vegan, Recyclable materials",Yes,196.99,No,8.6,3,Yes,4,1,5,4,1,No,Size mismatch,Yes,Yes,Within 3 months
23,Male,India,Tier 1,250.99,Self-employed,No,5,"Casual, Slippers",Yes,Color only,4,5,1,2,1,"Vegan, Leather, Recyclable materials",Yes,131.44,No,11.1,1,No,4,5,1,4,3,Yes,Poor product information,Yes,Yes,Within a month
23,Male,India,Tier 1,1500.51,Student,No,6,Slippers,No,Material,3,2,4,4,1,"Vegan, Canvas",No,86.04,No,8.2,5,Yes,1,4,3,1,4,Maybe,Generic design,No,Yes,Immediately
25,Male,India,Tier 1,473.19,Other,Yes,5,"Slippers, Boots",Yes,Full Design,3,4,5,2,5,"Canvas, Recyclable materials",Yes,178.62,No,11.3,5,Yes,5,1,1,3,4,Yes,Generic design,Yes,Yes,Immediately
13,Male,India,Tier 3,2068.34,Professional,Yes,5,Ethnic,Yes,Color only,4,4,1,1,2,"Recyclable materials, Leather, Canvas",Yes,48.18,No,11.1,4,No,5,3,1,3,3,Maybe,Long delivery time,Yes,Yes,Immediately
25,Female,USA,Tier 1,490.18,Professional,Yes,2,"Sneakers, Slippers, Sports",Yes,Material,1,3,2,3,1,"Knit, Vegan, Recyclable materials",Yes,70.83,No,8.9,3,No,3,1,2,3,2,Yes,None of the above,Yes,Yes,Within a month
23,Male,India,Tier 2,602.57,Professional,No,10,Boots,Yes,Color only,2,4,5,4,3,"Knit, Recyclable materials",Yes,28.02,No,8.1,2,No,5,5,5,4,1,Maybe,Size mismatch,Yes,Yes,Within a month
31,Prefer not to say,UAE,Tier 1,1222.93,Professional,Yes,2,"Boots, Sneakers",Yes,Color only,4,4,5,5,4,"Knit, Canvas",No,192.04,Yes,8.6,4,Yes,2,4,2,1,3,No,Generic design,No,Yes,Immediately
32,Female,India,Tier 2,3894.75,Self-employed,No,2,"Sneakers, Sports, Formal",Yes,Material,5,4,2,4,1,Knit,Yes,133.29,No,13.0,4,Yes,4,1,4,5,4,Yes,Generic design,Yes,No,Within a month
45,Female,India,Tier 1,556.84,Professional,Yes,2,"Boots, Formal",No,Material,5,5,3,3,1,"Canvas, Leather, Recyclable materials",Yes,146.38,No,11.8,5,No,3,3,2,4,5,Maybe,Size mismatch,Yes,Yes,Within a month
37,Male,India,Tier 2,433.65,Entrepreneur,No,3,"Sneakers, Ethnic",No,Full Design,5,5,3,3,4,Vegan,No,132.04,No,9.2,5,Yes,3,2,5,5,5,Yes,Generic design,Yes,Yes,Never
25,Female,India,Tier 2,2334.29,Professional,Yes,3,"Sports, Slippers",Yes,Sole type,5,5,4,5,1,"Knit, Canvas, Leather",No,142.95,Yes,8.1,4,No,1,3,1,1,3,Maybe,Poor product information,Yes,No,Within a month
22,Other,India,Tier 3,1241.58,Student,Yes,3,"Boots, Formal, Ethnic",Yes,Material,3,3,3,2,1,Canvas,No,123.12,No,9.2,5,No,4,2,3,2,4,Maybe,Size mismatch,Yes,Yes,Within a month
33,Female,USA,Tier 1,3841.97,Student,Yes,3,"Boots, Sports",Yes,Material,1,4,2,5,1,"Canvas, Knit, Vegan",Yes,130.84,No,9.4,3,No,3,5,3,4,1,Yes,Size mismatch,Yes,Yes,Within 3 months
19,Female,USA,Tier 1,437.82,Professional,Yes,7,"Sneakers, Sports, Formal",Yes,Material,2,2,1,4,2,"Leather, Canvas, Knit",No,124.3,No,7.1,2,Yes,3,5,3,1,3,Yes,Long delivery time,Yes,No,Immediately
44,Female,USA,Tier 1,1757.38,Other,Yes,5,Sneakers,No,Color only,3,2,5,1,5,"Knit, Canvas",No,95.66,No,9.1,2,Yes,5,4,5,4,5,No,Generic design,Yes,No,Immediately
39,Male,USA,Tier 3,597.67,Professional,No,6,Ethnic,Yes,Full Design,4,3,1,2,3,Canvas,Yes,118.14,No,11.0,2,No,2,3,3,1,2,No,Generic design,Yes,Yes,Within 3 months
26,Female,USA,Tier 2,455.76,Professional,Yes,1,Sneakers,Yes,Full Design,2,4,1,4,4,"Knit, Recyclable materials, Vegan",No,130.94,Yes,6.3,4,No,1,3,1,4,2,Maybe,Generic design,Yes,Yes,Within a month
16,Male,India,Tier 2,1925.31,Professional,No,4,"Casual, Boots, Slippers",Yes,Color only,4,4,2,5,2,Knit,Yes,124.42,No,10.2,4,Yes,5,4,5,1,3,Maybe,Size mismatch,Yes,Yes,Within a month
40,Male,USA,Tier 1,1550.94,Professional,No,3,"Slippers, Sneakers",Yes,Color only,3,4,3,2,4,"Recyclable materials, Canvas, Knit",No,60.89,No,11.1,4,Yes,4,2,5,4,3,Yes,Size mismatch,Yes,No,Within 3 months
29,Male,Other,Tier 1,2308.69,Professional,Yes,7,"Formal, Sneakers",Yes,Color only,2,4,2,1,5,Vegan,Yes,66.2,Yes,8.2,3,No,2,2,5,4,4,Maybe,Size mismatch,Yes,Yes,Within a month
39,Male,USA,Tier 1,755.43,Self-employed,No,4,"Formal, Sneakers, Slippers",Yes,Sole type,5,4,1,3,1,"Knit, Canvas, Vegan",Yes,163.31,No,11.5,2,No,2,1,2,3,4,Maybe,Poor product information,Yes,Yes,Within 3 months
17,Male,UK,Tier 3,1091.23,Professional,No,3,"Boots, Ethnic, Formal",Yes,Sole type,4,1,3,4,5,Leather,Yes,107.72,No,8.0,5,No,5,4,2,3,1,Yes,None of the above,Yes,Yes,Within 3 months
25,Male,India,Tier 2,979.98,Professional,Yes,7,Casual,Yes,Full Design,1,5,5,2,3,Canvas,Yes,143.39,No,9.7,5,Yes,4,2,2,2,3,Yes,Generic design,Yes,Yes,Immediately
30,Prefer not to say,UK,Tier 3,6411.16,Student,No,1,"Casual, Boots",Yes,Full Design,1,5,5,3,5,"Canvas, Leather, Knit",Yes,76.32,No,8.5,1,No,2,2,2,4,2,Yes,Size mismatch,Yes,Yes,Within a month
30,Female,UK,Tier 1,718.49,Other,Yes,4,"Slippers, Sports",No,Material,5,5,5,2,2,"Leather, Knit",No,61.07,Yes,8.5,1,No,3,4,2,1,3,Maybe,Size mismatch,Yes,No,Never
26,Prefer not to say,USA,Tier 2,723.95,Professional,Yes,3,"Ethnic, Casual",Yes,Sole type,4,1,3,4,2,"Canvas, Recyclable materials, Vegan",No,86.26,Yes,8.1,5,Yes,1,3,1,2,1,Yes,Generic design,Yes,No,Within a month
34,Male,Other,Tier 2,856.71,Student,No,5,"Boots, Ethnic, Sneakers",Yes,Sole type,2,2,4,2,4,"Canvas, Knit, Leather",No,111.1,Yes,10.0,2,No,1,3,2,3,2,Maybe,Generic design,No,Yes,Within 3 months
21,Male,India,Tier 1,1447.21,Professional,Yes,2,Sneakers,Yes,Sole type,2,5,5,1,2,Canvas,Yes,93.39,No,10.3,4,No,5,4,4,3,2,Maybe,Generic design,Yes,No,Within a month
28,Female,India,Tier 3,636.18,Professional,Yes,4,"Sneakers, Casual, Ethnic",Yes,Material,1,4,1,2,4,"Canvas, Leather, Knit",No,171.76,No,8.9,5,No,1,4,3,3,3,Yes,Size mismatch,Yes,Yes,Immediately
30,Male,UK,Tier 3,3902.78,Professional,Yes,4,"Slippers, Boots, Sneakers",No,Sole type,4,5,4,4,1,"Leather, Knit",Yes,127.18,No,7.0,5,No,2,3,5,1,3,Yes,Generic design,Yes,Yes,Immediately
34,Male,UAE,Tier 3,663.23,Professional,No,4,"Casual, Formal",No,Sole type,4,3,5,5,4,"Vegan, Leather, Canvas",No,193.96,No,9.6,1,Yes,2,1,1,4,3,Yes,Poor product information,Yes,Yes,Within a month
35,Female,India,Tier 2,3592.39,Entrepreneur,No,6,"Formal, Boots, Sneakers",Yes,Sole type,1,5,5,3,4,"Knit, Canvas",Yes,136.18,Yes,9.6,2,No,3,2,5,5,4,Yes,Long delivery time,Yes,Yes,Within a month
21,Male,India,Tier 1,363.84,Student,Yes,8,Slippers,Yes,Sole type,5,5,5,5,1,Vegan,Yes,23.5,Yes,8.7,5,No,5,2,4,3,5,Yes,Size mismatch,Yes,Yes,Within a month
17,Female,India,Tier 1,1803.13,Self-employed,No,5,"Sports, Casual",Yes,Full Design,2,3,1,3,5,"Vegan, Knit, Leather",No,162.24,No,11.8,4,No,2,2,3,2,4,Maybe,Size mismatch,Yes,No,Never
40,Female,India,Tier 3,3762.5,Professional,No,3,"Sneakers, Ethnic, Slippers",Yes,Sole type,3,4,4,2,2,"Recyclable materials, Knit, Leather",No,59.62,Yes,6.7,4,No,4,1,3,2,5,No,Generic design,Yes,Yes,Immediately
32,Male,UK,Tier 1,477.24,Professional,Yes,4,"Ethnic, Slippers",Yes,Sole type,3,1,1,5,1,"Recyclable materials, Canvas, Vegan",No,129.22,Yes,5.7,3,No,4,3,3,4,1,Maybe,Size mismatch,Yes,No,Immediately
24,Male,USA,Tier 2,5378.43,Professional,Yes,4,Sneakers,No,Sole type,2,1,5,4,1,"Knit, Canvas",No,89.01,No,7.9,4,Yes,3,2,5,5,4,Yes,Generic design,Yes,Yes,Within a month
42,Female,India,Tier 2,1104.64,Professional,No,4,Formal,Yes,Material,1,2,3,4,3,Leather,Yes,205.71,No,10.1,5,No,3,5,3,4,1,No,Size mismatch,Yes,Yes,Never
30,Female,India,Tier 2,4570.26,Entrepreneur,No,7,"Boots, Casual, Sports",Yes,Material,5,5,3,2,2,"Recyclable materials, Vegan, Knit",No,177.58,No,7.4,5,Yes,5,2,4,1,2,Maybe,Size mismatch,Yes,Yes,Within a month
39,Male,India,Tier 3,1894.32,Professional,No,5,"Sports, Boots",Yes,Color only,2,4,5,5,5,Canvas,Yes,90.33,No,7.5,4,Yes,2,5,3,4,2,Yes,Long delivery time,Yes,Yes,Within 3 months
30,Prefer not to say,India,Tier 1,738.42,Professional,Yes,5,"Sports, Ethnic",Yes,Sole type,4,5,3,1,4,"Knit, Canvas, Recyclable materials",Yes,114.91,No,10.4,1,No,5,1,2,1,4,Yes,Poor product information,Yes,No,Within 3 months
46,Male,USA,Tier 1,512.94,Professional,Yes,6,Sneakers,Yes,Sole type,1,3,2,2,2,"Leather, Vegan, Recyclable materials",Yes,129.78,No,9.7,2,Yes,5,1,3,1,1,No,Size mismatch,Yes,Yes,Within a month
44,Female,Other,Tier 1,743.04,Other,Yes,2,"Formal, Sports, Sneakers",Yes,Full Design,4,2,4,4,1,"Leather, Canvas",Yes,154.54,Yes,9.6,5,Yes,5,5,2,1,1,Maybe,Size mismatch,Yes,Yes,Immediately
28,Prefer not to say,UAE,Tier 1,346.45,Professional,Yes,7,"Casual, Boots",Yes,Material,2,5,2,2,2,"Knit, Canvas",No,121.17,No,10.2,4,Yes,5,3,5,3,5,Yes,Long delivery time,Yes,Yes,Immediately
37,Male,India,Tier 1,433.0,Self-employed,Yes,3,"Sneakers, Ethnic, Sports",Yes,Material,5,5,4,5,4,"Leather, Knit, Canvas",Yes,79.0,Yes,8.4,4,No,4,1,3,4,3,No,Generic design,Yes,No,Immediately
35,Male,UAE,Tier 1,365.83,Professional,No,5,"Slippers, Ethnic",Yes,Material,1,4,2,3,3,Knit,Yes,91.3,Yes,8.4,5,Yes,2,2,1,4,4,Maybe,None of the above,Yes,Yes,Immediately
40,Male,UK,Tier 3,1024.72,Student,Yes,2,"Sneakers, Casual, Slippers",No,Color only,2,4,2,5,4,Canvas,Yes,119.82,Yes,10.2,3,No,2,1,2,4,3,Yes,Long delivery time,No,Yes,Immediately
22,Male,UK,Tier 3,2581.36,Professional,No,4,"Sports, Boots, Slippers",Yes,Full Design,2,5,5,4,1,"Leather, Knit, Canvas",Yes,169.38,No,7.0,2,No,4,1,4,5,4,Yes,Long delivery time,Yes,No,Within a month
35,Male,USA,Tier 1,428.65,Professional,Yes,6,Ethnic,Yes,Material,1,5,1,5,1,Leather,No,137.11,No,5.8,5,Yes,5,2,5,4,4,No,Poor product information,No,Yes,Immediately
38,Female,India,Tier 1,409.45,Professional,Yes,6,"Casual, Formal, Sports",Yes,Sole type,5,5,5,5,3,Vegan,No,89.06,No,8.4,4,No,4,1,2,5,3,Yes,Long delivery time,No,No,Immediately
15,Male,India,Tier 3,1746.83,Student,Yes,0,"Sports, Ethnic",Yes,Sole type,1,5,2,4,2,"Vegan, Canvas",Yes,145.93,No,10.4,3,Yes,5,4,3,3,5,No,Poor product information,Yes,No,Within 3 months
20,Female,India,Tier 1,529.44,Self-employed,Yes,0,"Slippers, Sports, Sneakers",Yes,Material,2,3,1,3,1,"Vegan, Recyclable materials",Yes,104.52,No,9.4,5,No,5,5,5,2,1,Yes,Long delivery time,Yes,Yes,Immediately
13,Prefer not to say,India,Tier 1,354.06,Self-employed,Yes,2,Ethnic,Yes,Full Design,5,3,4,1,3,"Recyclable materials, Vegan",Yes,155.62,No,10.3,2,Yes,1,5,1,5,5,Maybe,Long delivery time,Yes,No,Immediately
27,Female,India,Tier 1,473.81,Entrepreneur,No,4,"Sports, Slippers",No,Material,4,2,5,5,2,Vegan,No,221.08,No,6.0,3,Yes,5,2,4,1,1,Maybe,Generic design,Yes,No,Never
35,Female,USA,Tier 2,4060.24,Student,No,3,"Slippers, Sports",No,Material,3,2,4,1,3,"Canvas, Recyclable materials, Vegan",Yes,105.65,No,9.5,4,Yes,2,2,5,5,4,Yes,Poor product information,Yes,No,Immediately
42,Male,UK,Tier 1,2784.51,Student,Yes,4,"Casual, Slippers",Yes,Full Design,1,2,5,1,1,Leather,Yes,152.06,No,10.0,1,Yes,1,2,4,1,4,Yes,Generic design,Yes,Yes,Immediately
30,Female,USA,Tier 3,855.58,Student,Yes,3,"Formal, Slippers",Yes,Full Design,5,1,1,5,5,"Leather, Knit",No,90.18,No,7.0,2,No,4,5,4,5,1,Maybe,Generic design,Yes,No,Immediately
43,Female,India,Tier 1,1799.89,Entrepreneur,No,8,"Sneakers, Boots, Formal",Yes,Color only,2,2,1,3,2,"Leather, Recyclable materials",Yes,115.51,No,10.3,3,Yes,1,5,3,4,1,Yes,Poor product information,Yes,Yes,Within 3 months
18,Male,Other,Tier 2,1355.94,Self-employed,Yes,6,Formal,Yes,Color only,2,3,3,5,2,"Canvas, Vegan",No,121.18,Yes,8.8,5,Yes,4,3,4,3,2,No,None of the above,Yes,Yes,Within a month
16,Male,Other,Tier 1,1895.73,Professional,Yes,3,Boots,Yes,Color only,4,4,1,2,4,Leather,Yes,112.25,No,13.0,5,Yes,3,1,5,5,4,Yes,Generic design,Yes,No,Immediately
29,Female,UK,Tier 1,1921.73,Student,Yes,0,"Boots, Ethnic",Yes,Material,2,2,4,2,3,"Leather, Knit, Vegan",No,218.52,No,5.7,3,No,2,4,3,5,3,Yes,Size mismatch,No,No,Within a month
33,Male,Other,Tier 2,1686.25,Professional,No,2,Sneakers,Yes,Full Design,1,5,4,5,1,"Vegan, Leather, Canvas",Yes,107.74,No,11.1,5,No,5,5,5,1,3,Yes,Generic design,Yes,Yes,Immediately
29,Male,USA,Tier 2,664.08,Professional,Yes,3,"Formal, Slippers, Sneakers",No,Sole type,3,3,3,3,4,"Canvas, Vegan, Leather",Yes,143.47,No,8.4,3,Yes,4,2,4,3,2,Yes,Generic design,Yes,Yes,Within a month
13,Male,Other,Tier 2,259.68,Professional,Yes,6,"Casual, Sneakers, Slippers",Yes,Material,4,2,2,1,2,Leather,Yes,42.8,No,6.6,2,Yes,4,2,3,5,3,Yes,Long delivery time,Yes,No,Within a month
29,Male,India,Tier 2,1112.01,Professional,No,3,"Sports, Sneakers, Casual",No,Full Design,1,1,1,3,5,"Canvas, Recyclable materials",No,137.28,No,8.2,5,No,1,2,3,5,5,Maybe,Generic design,Yes,No,Immediately
19,Female,India,Tier 3,3524.25,Entrepreneur,Yes,4,"Boots, Formal, Sports",Yes,Material,5,4,1,3,2,"Recyclable materials, Knit",No,165.68,No,9.4,2,Yes,3,4,3,5,3,No,Size mismatch,Yes,Yes,Within a month
35,Female,India,Tier 3,1464.2,Student,Yes,9,"Casual, Boots",Yes,Material,2,4,4,1,1,"Knit, Recyclable materials, Leather",Yes,98.9,No,10.6,4,No,1,4,3,5,3,No,Size mismatch,Yes,Yes,Within a month
32,Female,India,Tier 2,2879.18,Student,Yes,7,"Ethnic, Sneakers",Yes,Full Design,2,2,2,2,5,Leather,No,20.0,No,11.6,4,Yes,3,2,3,1,5,Yes,Size mismatch,Yes,No,Never
22,Male,India,Tier 1,7373.64,Other,No,3,"Casual, Sneakers, Slippers",Yes,Full Design,1,1,2,3,2,"Recyclable materials, Vegan",No,118.45,No,11.1,4,Yes,2,3,4,1,1,Yes,Size mismatch,Yes,Yes,Never
25,Male,USA,Tier 1,468.0,Professional,Yes,2,Sneakers,Yes,Full Design,4,3,4,3,4,Leather,No,120.69,Yes,7.6,4,No,1,2,3,1,3,Yes,Long delivery time,Yes,Yes,Within a month
21,Female,UK,Tier 1,1965.4,Student,No,2,"Sports, Formal",Yes,Sole type,2,2,3,4,5,"Leather, Vegan",No,148.96,No,10.7,5,No,4,3,3,3,5,Yes,Poor product information,Yes,Yes,Within 3 months
29,Male,USA,Tier 2,1882.64,Student,No,2,"Boots, Casual",Yes,Full Design,3,3,1,3,5,Knit,Yes,200.44,Yes,9.6,3,No,2,3,1,5,3,No,Poor product information,Yes,Yes,Within a month
37,Male,India,Tier 1,6064.7,Student,Yes,4,"Casual, Ethnic, Slippers",No,Color only,2,4,1,4,2,"Recyclable materials, Vegan, Leather",No,104.8,No,8.0,5,No,5,2,5,1,3,Maybe,Long delivery time,Yes,Yes,Within 3 months
22,Female,UAE,Tier 1,6560.87,Professional,No,6,Slippers,Yes,Sole type,3,5,1,5,5,Leather,Yes,85.75,Yes,8.7,5,No,1,4,5,5,5,Yes,Poor product information,Yes,No,Within a month
34,Male,USA,Tier 3,1940.79,Self-employed,Yes,3,"Sneakers, Casual, Sports",Yes,Full Design,5,5,2,5,5,Canvas,Yes,73.32,No,7.9,2,No,2,1,4,2,2,No,Size mismatch,Yes,Yes,Within a month
25,Female,India,Tier 3,618.81,Professional,Yes,3,"Slippers, Ethnic, Sports",Yes,Material,2,4,2,3,2,"Knit, Leather, Canvas",Yes,127.92,Yes,9.1,3,No,3,4,5,5,3,Yes,Generic design,Yes,Yes,Within 3 months
23,Male,UK,Tier 3,2603.36,Professional,Yes,5,"Ethnic, Sneakers, Casual",Yes,Full Design,4,3,3,1,5,Knit,No,139.17,Yes,7.9,1,No,5,1,5,1,3,Maybe,Size mismatch,Yes,Yes,Never
29,Male,India,Tier 1,369.8,Professional,Yes,5,Boots,Yes,Material,3,3,4,3,4,"Vegan, Recyclable materials",No,98.17,No,7.5,1,Yes,3,1,5,3,3,Maybe,Generic design,Yes,Yes,Immediately
21,Male,India,Tier 2,2475.97,Professional,Yes,5,"Formal, Ethnic",Yes,Color only,5,1,1,5,5,"Knit, Leather, Recyclable materials",No,151.15,No,9.7,3,Yes,1,3,5,3,1,Yes,Long delivery time,Yes,Yes,Immediately
25,Prefer not to say,Other,Tier 1,3815.19,Self-employed,Yes,7,Boots,Yes,Full Design,2,3,3,3,4,"Vegan, Canvas, Recyclable materials",No,138.62,Yes,9.9,1,Yes,5,4,1,4,3,No,None of the above,Yes,Yes,Never
20,Female,India,Tier 1,923.92,Self-employed,Yes,3,"Ethnic, Slippers",No,Color only,2,3,4,4,1,"Knit, Canvas",No,121.73,No,8.7,3,No,5,3,5,2,3,No,Size mismatch,Yes,No,Within a month
45,Prefer not to say,USA,Tier 1,1693.96,Student,No,2,"Ethnic, Formal, Sports",Yes,Sole type,4,5,4,5,5,"Leather, Knit",Yes,83.9,No,11.1,2,Yes,3,3,1,5,5,Yes,Poor product information,Yes,No,Never
30,Female,UAE,Tier 1,1043.55,Entrepreneur,Yes,1,"Ethnic, Sports, Casual",Yes,Color only,1,1,4,1,1,"Vegan, Knit",Yes,100.73,Yes,8.6,2,Yes,5,1,5,3,4,Maybe,Generic design,Yes,Yes,Within 3 months
24,Male,UK,Tier 1,1063.75,Professional,No,6,"Sports, Boots",Yes,Full Design,3,4,4,4,1,Knit,Yes,22.81,No,8.5,5,No,2,5,1,1,5,Maybe,Poor product information,Yes,Yes,Within 3 months
31,Female,India,Tier 3,757.4,Other,Yes,4,"Ethnic, Formal",No,Material,1,5,2,2,2,"Leather, Canvas, Knit",Yes,517.72,No,10.0,1,Yes,4,5,1,2,4,No,Poor product information,Yes,Yes,Immediately
29,Female,India,Tier 1,2354.04,Professional,Yes,4,Casual,No,Material,3,1,5,5,2,"Leather, Recyclable materials, Knit",Yes,121.05,No,8.8,3,No,5,2,5,4,1,No,Size mismatch,Yes,Yes,Immediately
28,Female,India,Tier 2,4327.45,Other,Yes,6,"Ethnic, Sneakers",Yes,Color only,3,3,2,2,1,"Recyclable materials, Vegan",Yes,127.54,No,9.1,2,No,4,3,5,2,2,Yes,Generic design,No,Yes,Within a month
34,Male,USA,Tier 2,4439.01,Entrepreneur,Yes,1,Formal,Yes,Full Design,3,5,2,1,5,"Canvas, Leather, Recyclable materials",No,140.17,No,5.2,5,No,4,4,4,2,1,Yes,Long delivery time,Yes,No,Within 3 months
36,Female,USA,Tier 1,488.16,Professional,Yes,4,Slippers,Yes,Full Design,3,2,2,1,1,"Vegan, Recyclable materials, Knit",No,135.43,Yes,9.0,1,Yes,2,1,4,3,2,Yes,None of the above,No,Yes,Within 3 months
25,Male,India,Tier 1,3316.09,Professional,No,3,"Casual, Boots, Ethnic",No,Full Design,3,2,1,2,3,Vegan,Yes,115.58,No,6.3,1,No,4,2,4,2,5,Yes,Long delivery time,Yes,No,Within a month
25,Male,Other,Tier 1,2205.86,Other,No,4,"Slippers, Formal",Yes,Material,2,5,2,4,4,"Leather, Vegan",No,121.95,Yes,7.2,1,No,2,5,1,2,1,Maybe,Size mismatch,Yes,Yes,Within 3 months
27,Female,USA,Tier 2,637.21,Self-employed,No,4,"Slippers, Sneakers",Yes,Material,3,3,3,5,5,"Leather, Canvas, Recyclable materials",Yes,63.83,No,7.0,2,No,3,5,2,1,4,Yes,Generic design,Yes,No,Within a month
13,Female,India,Tier 1,304.48,Student,Yes,4,"Ethnic, Casual",No,Color only,2,1,4,4,4,"Canvas, Recyclable materials",No,96.65,Yes,7.4,2,Yes,1,2,3,5,4,Maybe,Poor product information,Yes,Yes,Never
17,Male,USA,Tier 1,667.96,Entrepreneur,No,2,Sneakers,Yes,Sole type,2,2,3,1,3,Canvas,Yes,122.02,No,8.2,1,Yes,1,2,2,5,4,Maybe,None of the above,Yes,Yes,Immediately
40,Male,UK,Tier 1,3849.18,Professional,Yes,2,Formal,No,Material,2,5,3,2,2,Leather,Yes,90.57,No,8.3,2,No,1,1,1,5,5,Maybe,None of the above,Yes,Yes,Immediately
43,Female,India,Tier 2,1704.32,Student,Yes,7,Slippers,Yes,Full Design,5,5,5,1,2,"Leather, Vegan",No,154.41,No,10.0,1,Yes,4,1,1,4,4,Yes,None of the above,Yes,No,Within a month
28,Female,India,Tier 3,2115.11,Professional,No,7,"Ethnic, Slippers, Sneakers",Yes,Full Design,5,1,4,4,4,Canvas,Yes,93.65,No,9.3,4,No,4,2,4,3,5,Yes,Long delivery time,Yes,Yes,Immediately
